iter	Logloss
840	0.3607490084
841	0.3605639867
842	0.3604847417
843	0.3603098728
844	0.3601234761
845	0.3599757617
846	0.3597763535
847	0.3596646603
848	0.3594691103
849	0.3593799003
850	0.3591861829
851	0.3590104198
852	0.3588702422
853	0.3587614021
854	0.3586032605
855	0.3584169
856	0.358344692
857	0.3582999925
858	0.3581692509
859	0.3580352373
860	0.3578325182
861	0.3576512321
862	0.3575487766
863	0.3574252841
864	0.3573057001
865	0.3571430646
866	0.3570199154
867	0.3568343951
868	0.3566268436
869	0.3564353161
870	0.3562418973
871	0.3561033242
872	0.3558931689
873	0.3556155476
874	0.3553643709
875	0.3552385102
876	0.3550848914
877	0.3548739625
878	0.354759104
879	0.3546458194
880	0.3544723926
881	0.3542796607
882	0.3540844481
883	0.3539510226
884	0.3538242925
885	0.3536679121
886	0.3535215593
887	0.3532839766
888	0.3531401995
889	0.352964342
890	0.3527795689
891	0.3526468193
892	0.3525015449
893	0.3523509089
894	0.3521008345
895	0.3519542906
896	0.3518260387
897	0.3517232511
898	0.3516403317
899	0.3514517743
900	0.3513019759
901	0.3511585201
902	0.351032084
903	0.3508767558
904	0.3506781285
905	0.3505519789
906	0.3504216353
907	0.3500751628
908	0.3499526033
909	0.3498039018
910	0.3495964324
911	0.3494722964
912	0.3493157654
913	0.349136984
914	0.3490372216
915	0.3488984992
916	0.3487106127
917	0.3485773303
918	0.3483948956
919	0.3483107367
920	0.3481887415
921	0.3480642482
922	0.3479220899
923	0.3478213803
924	0.3476787962
925	0.3475601672
926	0.3474204565
927	0.3472255141
928	0.3470584638
929	0.3469381108
930	0.3467646138
931	0.3465719121
932	0.346426712
933	0.3463157321
934	0.3461670082
935	0.346004401
936	0.3459398715
937	0.3458013175
938	0.3456416298
939	0.3455242623
940	0.3454116573
941	0.345287799
942	0.3451718469
943	0.345043088
944	0.3448907367
945	0.3447712017
946	0.3446185789
947	0.3444960937
948	0.3443248961
949	0.3441461186
950	0.3440012333
951	0.3439122034
952	0.3437862104
953	0.3436810182
954	0.3433854118
955	0.343274227
956	0.3430982052
957	0.3429847038
958	0.3427931587
959	0.3427176145
960	0.342519619
961	0.3423793636
962	0.3422085633
963	0.3420755636
964	0.3418394839
965	0.3416530737
966	0.3415491674
967	0.34135705
968	0.3411845293
969	0.340969286
970	0.3408380181
971	0.340645158
972	0.3405110357
973	0.3403637047
974	0.3401952376
975	0.340033415
976	0.3398911274
977	0.339752124
978	0.3396653444
979	0.3394876129
980	0.3393549484
981	0.3392051678
982	0.3391028297
983	0.3389863015
984	0.3388172601
985	0.3387238075
986	0.3384906888
987	0.3383280514
988	0.338242092
989	0.338107718
990	0.3379439416
991	0.3378030205
992	0.3377060247
993	0.3376158234
994	0.3375379645
995	0.3373546577
996	0.33717691
997	0.3370580508
998	0.3369847312
999	0.336834479
